Unnamed: 0,Publication,VADER Mean,VADER Std,AFINN Mean,AFINN Std
0,The New York Times,0.5006809991809992,0.8059470077559715,5.615069615069615,46.22181979519605
1,The Washington Post,0.4809765342960289,0.8252632881170453,1.0120336943441637,52.27823938166868
2,The Wall Street Journal,0.661371656232214,0.6610863374929661,9.858281161070003,31.604111782395663
